key,displayName,englishName,scientificName,scientificNameAliases,originCountry,idealTemperatureRange,idealHumidityRange,wateringIntervalDays,lightRequirement,careDifficulty,careMemo,status,lightStars,difficultyStars
alocasia_dragon_scale,アロカシア・ドラゴンスケール,Alocasia Dragon Scale,Alocasia baginda 'Dragon Scale',,ボルネオ島,20〜28℃,65〜75%,5,bright_indirect,hard,土の表面が乾いたら水を与え冬の休眠期は水やりの間隔を空けます。エンボス状の葉模様を保つには高い湿度と明るい日陰が必須で乾燥すると葉先から茶色く枯れ込みます。過湿による根腐れと乾燥による葉痛みの両方が起きやすく上級者向けの種です。アロカシア属特有のシュウ酸カルシウムを含み誤食すると口腔内に強い炎症を起こす恐れがあるためペットのいる家庭では厳重な管理が必要です。,新規,3,4
alocasia_melo,アロカシア・メロ,Alocasia Melo,Alocasia melo,,ボルネオ島,20〜28℃,60〜70%,5,bright_indirect,hard,生育がゆっくりなため土の表面がしっかり乾いてから水を与え過湿を避けます。分厚くざらついた銀葉は明るい日陰を好み直射日光では色つやが悪くなります。水の与えすぎによる根腐れが最も多い失敗例のため水やり間隔を空け気味に管理しましょう。アロカシア属はシュウ酸カルシウムを含み誤食すると口腔内の炎症を招く恐れがあるためペットが触れない場所で育ててください。,新規,3,4
alocasia_cuprea,アロカシア・クプレア,Alocasia Cuprea,Alocasia cuprea,,ボルネオ島,20〜28℃,65〜75%,5,bright_indirect,hard,土の表面が乾いたら水を与え冬はやや乾かし気味に管理します。銅葉の金属光沢を保つには高い湿度と明るい日陰が必要で直射日光に当てると光沢が失われ葉焼けします。過湿による根腐れが起きやすいため受け皿の水は溜めないようにしましょう。アロカシア属はシュウ酸カルシウムを含み誤食すると口腔内が強く炎症を起こす恐れがあるためペットのいる家庭では特に注意してください。,新規,3,4
monstera_thai_constellation,モンステラ・タイコンステレーション,Monstera Thai Constellation,Monstera deliciosa 'Thai Constellation',,交配・組織培養選抜品種（原種はメキシコ〜中米）,20〜28℃,50〜60%,7,bright_indirect,medium,春〜秋は土の表面が乾いたらたっぷり水を与え冬は乾かし気味にします。斑入り部分は光合成能力が低いため通常のモンステラよりやや明るい場所で管理すると生育が安定します。直射日光はクリーム色の斑の部分から葉焼けしやすいため注意してください。サトイモ科植物のため誤食すると口腔内の炎症を招く恐れがありペットが触れない場所での管理をおすすめします。,新規,3,3
monstera_albo_variegata,モンステラ・アルボバリエガータ,Monstera Albo Variegata,Monstera deliciosa 'Albo Variegata',,突然変異選抜品種（原種はメキシコ〜中米）,20〜28℃,55〜65%,7,bright_indirect,hard,春〜秋は土の表面が乾いたら水を与え冬は控えめにします。白い斑の部分は葉緑素がなく直射日光で非常に葉焼けしやすいため明るい日陰で管理してください。剪定の仕方によっては斑が消えて緑一色に戻ることがあるためカット位置に注意が必要です。過湿による根腐れも起きやすくサトイモ科植物のため誤食による口腔内の炎症にも注意してペットから遠ざけてください。,新規,3,4
monstera_obliqua,モンステラ・オブリクア,Monstera Obliqua,Monstera obliqua,,中南米（パナマ〜ブラジル）,20〜28℃,70〜85%,5,bright_indirect,hard,非常に薄い葉で乾燥に弱いため土の表面がわずかに乾いた程度でこまめに水を与えます。極めて高い湿度を必要とし一般的な室内では管理が難しくテラリウムなどでの栽培が推奨されます。穴だらけの繊細な葉はわずかな乾燥ですぐに萎れて枯れ込むため上級者向けの種です。サトイモ科植物のため誤食すると口腔内の炎症を招く恐れがありペットが触れない環境で管理してください。,新規,3,5
monstera_borsigiana,モンステラ・デリシオサ・ボルシギアナ,Monstera Borsigiana,Monstera deliciosa var. borsigiana,Monstera borsigiana,メキシコ〜中央アメリカ,18〜28℃,50〜60%,7,bright_indirect,easy,春〜秋は土の表面が乾いたらたっぷり水を与え冬は乾かし気味にします。一般的なモンステラ・デリシオサよりやや小型で生育が早く明るい日陰でよく育ちます。光量が不足すると新しい葉に切れ込みや穴が入りにくいため置き場所を見直しましょう。サトイモ科植物のため誤食すると口腔内の炎症を招く恐れがありペットが触れない場所での管理が必要です。,新規,3,2
monstera_peru,モンステラ・ペルー,Monstera Peru,Monstera karstenianum,Monstera sp. 'Peru',中南米（ペルーなど）,20〜28℃,55〜65%,6,bright_indirect,easy,土の表面が乾いたら水を与える程度で乾燥にも比較的強く冬は水やり間隔を空けます。厚みのある凹凸した葉が特徴でつる性のため支柱に這わせると葉が大きく育ちます。光が不足するとツルばかり伸びて葉が小さくなりやすいので明るい日陰で管理しましょう。サトイモ科植物のため誤食すると口腔内が炎症を起こす恐れがありペットが触れない場所に置いてください。,新規,3,2
anthurium_clarinervium,アンスリウム・クラリネルビウム,Anthurium Clarinervium,Anthurium clarinervium,,メキシコ,20〜28℃,65〜75%,6,bright_indirect,medium,土の表面が乾いたら水を与え加湿を好むため冬でも極端に乾かしすぎないようにします。白い葉脈が浮かぶビロード状の葉は直射日光に弱く明るい日陰で管理してください。過湿による根腐れと茎腐れが最も多い失敗例のため水はけの良い用土を使いましょう。サトイモ科植物でシュウ酸カルシウムを含み誤食すると口腔内が炎症を起こす恐れがあるためペットが触れない場所で管理してください。,新規,3,3
anthurium_warocqueanum,アンスリウム・ワロクアヌム,Anthurium Warocqueanum,Anthurium warocqueanum,,コロンビア,22〜28℃,75〜85%,5,bright_indirect,hard,高い湿度を好むため土の表面が乾いたらすぐに水を与え乾燥させすぎないようにします。垂れ下がる長いビロード葉が特徴で一般家庭では湿度不足になりやすくビニール温室などでの管理が向いています。湿度不足だと葉先から茶色く枯れ込みやすく栽培難易度の高い種です。サトイモ科植物のため誤食すると口腔内の炎症を招く恐れがありペットが触れない環境で管理してください。,新規,3,5
anthurium_crystallinum,アンスリウム・クリスタリナム,Anthurium Crystallinum,Anthurium crystallinum,,コロンビア・ペルーなど中南米,20〜28℃,70〜80%,6,bright_indirect,hard,土の表面が乾いたら水を与え高い湿度と安定した気温を好みます。銀白色の葉脈が美しいビロード葉は寒さや乾燥した風に当たると葉が茶色く傷みやすいので注意してください。過湿による根腐れも起きやすく水はけの良い用土での管理が重要です。サトイモ科植物のため誤食すると口腔内の炎症を招く恐れがありペットが触れない場所で管理してください。,新規,3,4
epipremnum_enjoy,ポトス・エンジョイ,Pothos Enjoy,Epipremnum aureum 'Enjoy',,交配園芸品種（原種はソロモン諸島）,18〜28℃,45〜60%,7,low_light,easy,乾燥に強く土の表面が乾いてから数日後に水を与える程度で十分です。耐陰性が高く室内のやや暗い場所でも育ちますがピンクがかった斑を保つには明るい日陰が向いています。水の与えすぎによる根腐れが最も多い失敗例で初心者にも育てやすい品種です。サトイモ科植物のため誤食すると口腔内が荒れる恐れがありペットが齧らない場所に置いてください。,新規,2,1
epipremnum_marble_queen,ポトス・マーブルクイーン,Pothos Marble Queen,Epipremnum aureum 'Marble Queen',,交配園芸品種（原種はソロモン諸島）,18〜28℃,45〜60%,7,bright_indirect,easy,土の表面が乾いたら水を与え冬は間隔を空けます。白い斑を多く保つには一般的なポトスよりやや明るい場所で管理する必要があり光不足だと斑が消えて緑がかりやすくなります。過湿による根腐れが起きやすいため水はけの良い用土を使いましょう。サトイモ科植物のため誤食すると口腔内の炎症を招く恐れがありペットが触れない場所での管理をおすすめします。,新規,3,2
epipremnum_global_green,ポトス・グローバルグリーン,Pothos Global Green,Epipremnum aureum 'Global Green',,交配園芸品種（原種はソロモン諸島）,18〜28℃,45〜60%,7,bright_indirect,easy,乾燥に強く土の表面が乾いてから水を与える程度で育てやすい品種です。明るい日陰から半日陰まで幅広く適応し生育も旺盛です。過湿による根腐れ以外はトラブルが少なく初心者にもおすすめできます。サトイモ科植物のため誤食すると口腔内が荒れる恐れがありペットが触れない場所に置いてください。,新規,2,1
scindapsus_treubii,スキンダプサス・トレビー,Scindapsus Treubii,Scindapsus treubii,,東南アジア（フィリピン・ボルネオ島など）,20〜28℃,55〜65%,7,bright_indirect,easy,肉厚な葉に水を蓄える性質があるため土の表面がしっかり乾いてから水を与えます。明るい日陰を好み光が不足するとツルばかり伸びて葉が小さくなりやすいので注意してください。過湿による根腐れが最も多い失敗例で水やり間隔を空け気味に管理すると安定します。サトイモ科植物のため誤食すると口腔内の炎症を招く恐れがありペットが触れない場所での管理が必要です。,新規,3,2
scindapsus_pictus_silvery_ann,スキンダプサス・シルバーサティン,Satin Pothos Silvery Ann,Scindapsus pictus 'Silvery Ann',,東南アジア（フィリピン・インドネシアなど）,18〜28℃,50〜60%,7,bright_indirect,easy,土の表面が乾いたら水を与え乾燥にはある程度強い性質があります。銀色の斑模様を保つには明るい日陰が適しており光が不足すると模様が薄れやすくなります。過湿による根腐れが起きやすいため水はけの良い用土を選びましょう。サトイモ科植物のため誤食すると口腔内の炎症を招く恐れがありペットが触れない場所に置いてください。,新規,3,2
